participant_id,minute_index,start_sec,end_sec,breath_count,bpm_minute
20260308185537,1,0.0,60.0,6,6.0
20260308185537,2,60.0,120.0,19,19.0
20260308185537,3,120.0,180.0,40,40.0
20260308185537,4,180.0,187.34396862983704,2,2.0
