participant_id,inhale_event_t_sec
20260308185537,20.789477825164795
20260308185537,26.93752360343933
20260308185537,32.31551671028137
20260308185537,43.92764973640442
20260308185537,50.821051597595215
20260308185537,57.292723417282104
20260308185537,63.87497138977051
20260308185537,69.69941997528076
20260308185537,72.99665784835815
20260308185537,74.09874129295349
20260308185537,76.4127402305603
20260308185537,78.11969375610352
20260308185537,79.8288779258728
20260308185537,81.56204962730408
20260308185537,83.13612794876099
20260308185537,85.05700302124023
20260308185537,88.05458641052246
20260308185537,97.11375069618225
20260308185537,109.24192762374878
20260308185537,111.6858651638031
20260308185537,113.48141312599182
20260308185537,114.98876810073853
20260308185537,116.56966853141785
20260308185537,117.98879599571228
20260308185537,119.24022126197815
20260308185537,120.57138538360596
20260308185537,122.20575737953186
20260308185537,124.83115363121033
20260308185537,126.26896953582764
20260308185537,127.55225348472595
20260308185537,128.9025523662567
20260308185537,130.2702624797821
20260308185537,131.66325068473816
20260308185537,133.01908016204834
20260308185537,134.2764744758606
20260308185537,135.95777225494385
20260308185537,137.21332931518555
20260308185537,138.5363199710846
20260308185537,140.0352954864502
20260308185537,141.54575610160828
20260308185537,143.00507950782776
20260308185537,144.55337405204773
20260308185537,145.91798734664917
20260308185537,147.26068472862244
20260308185537,148.70254683494568
20260308185537,150.1227753162384
20260308185537,151.49547410011292
20260308185537,153.14249277114868
20260308185537,154.57839488983154
20260308185537,156.01390528678894
20260308185537,157.5538787841797
20260308185537,159.0489182472229
20260308185537,160.60537338256836
20260308185537,162.1291401386261
20260308185537,163.64058804512024
20260308185537,165.21752667427063
20260308185537,166.75635361671448
20260308185537,168.15033268928528
20260308185537,169.67803835868835
20260308185537,171.26484966278076
20260308185537,172.6762180328369
20260308185537,174.33926367759705
20260308185537,175.8734929561615
20260308185537,177.31300520896912
20260308185537,178.7465169429779
20260308185537,180.4053738117218
20260308185537,182.52913427352905
