participant_id,minute_index,start_sec,end_sec,breath_count,bpm_minute
20260309201504,1,0.0,60.0,11,11.0
20260309201504,2,60.0,120.0,17,17.0
20260309201504,3,120.0,180.0,11,11.0
20260309201504,4,180.0,202.3191602230072,6,6.0
