participant_id,minute_index,start_sec,end_sec,breath_count,bpm_minute
20260309202929,1,0.0,60.0,15,15.0
20260309202929,2,60.0,120.0,21,21.0
20260309202929,3,120.0,180.0,16,16.0
20260309202929,4,180.0,240.0,15,15.0
20260309202929,5,240.0,300.0,25,25.0
20260309202929,6,300.0,302.1170494556427,2,2.0
